image_name,width,height,x0,y0,x1,y1,out_of_bounds,bbox_width,bbox_height,bbox_area
00002512.jpg,660,373,338,19,504,129,False,166,110,18260
00001769.jpg,866,1390,339,160,520,498,False,181,338,61178
00002260.jpg,1280,720,21,1,1113,680,False,1092,679,741468
00001782.jpg,600,398,272,47,529,245,False,257,198,50886
00001796.jpg,590,393,208,53,559,325,False,351,272,95472
00001966.jpg,400,289,152,19,316,156,False,164,137,22468
00001972.jpg,1500,1120,570,27,1022,410,False,452,383,173116
00003354.jpg,900,900,414,61,569,242,False,155,181,28055
00001543.jpg,1001,1600,237,72,465,496,False,228,424,96672
00000885.jpg,333,500,67,45,189,259,False,122,214,26108
00001225.jpg,1300,957,354,58,644,306,False,290,248,71920
00003426.jpg,236,306,177,169,213,224,False,36,55,1980
00001231.jpg,2000,1335,896,277,1424,687,False,528,410,216480
00001557.jpg,993,1300,304,340,616,805,False,312,465,145080
00000891.jpg,1000,752,164,99,786,643,False,622,544,338368
00000661.jpg,1500,1000,120,97,273,216,False,153,119,18207
00000661.jpg,1500,1000,1318,114,1468,233,False,150,119,17850
00000661.jpg,1500,1000,406,133,535,235,False,129,102,13158
00002076.jpg,1500,1120,527,54,959,429,False,432,375,162000
00003368.jpg,1376,2000,782,231,949,520,False,167,289,48263
00002710.jpg,1300,957,751,90,979,285,False,228,195,44460
00002710.jpg,1300,957,259,373,503,582,False,244,209,50996
00002710.jpg,1300,957,528,336,777,549,False,249,213,53037
00002710.jpg,1300,957,181,1,435,195,False,254,194,49276
00002710.jpg,1300,957,344,25,598,243,False,254,218,55372
00001219.jpg,333,519,136,110,185,200,False,49,90,4410
00000107.jpg,2000,1335,775,364,998,537,False,223,173,38579
00002704.jpg,2048,1365,791,4,1371,308,False,580,304,176320
00002062.jpg,800,561,211,69,677,449,False,466,380,177080
00000675.jpg,750,501,189,106,268,167,False,79,61,4819
00000675.jpg,750,501,274,81,372,155,False,98,74,7252
00000675.jpg,750,501,376,76,473,151,False,97,75,7275
00000675.jpg,750,501,402,170,489,238,False,87,68,5916
00001580.jpg,333,519,179,88,214,149,False,35,61,2135
00003397.jpg,417,626,178,131,271,294,False,93,163,15159
00002089.jpg,370,280,203,22,285,95,False,82,73,5986
00002937.jpg,612,408,205,57,310,138,False,105,81,8505
00002937.jpg,612,408,140,96,204,145,False,64,49,3136
00002937.jpg,612,408,491,76,561,130,False,70,54,3780
00002923.jpg,720,480,395,193,542,307,False,147,114,16758
00002923.jpg,720,480,356,86,513,208,False,157,122,19154
00001594.jpg,683,1024,260,216,373,408,False,113,192,21696
00003220.jpg,500,333,237,82,293,125,False,56,43,2408
00000729.jpg,980,980,518,532,682,724,False,164,192,31488
00000729.jpg,980,980,237,495,432,723,False,195,228,44460
00000729.jpg,980,980,689,633,862,829,False,173,196,33908
00000729.jpg,980,980,558,331,746,549,False,188,218,40984
00000729.jpg,980,980,391,417,566,617,False,175,200,35000
00000729.jpg,980,980,770,497,965,721,False,195,224,43680
00000729.jpg,980,980,699,397,867,593,False,168,196,32928
00000729.jpg,980,980,80,360,304,620,False,224,260,58240
00001351.jpg,683,1024,317,204,392,334,False,75,130,9750
00002658.jpg,400,600,70,173,149,309,False,79,136,10744
00002658.jpg,400,600,230,70,281,156,False,51,86,4386
00002880.jpg,1000,714,389,167,665,402,False,276,235,64860
00001423.jpg,1067,1700,540,180,672,425,False,132,245,32340
00000715.jpg,1500,1000,798,357,1185,658,False,387,301,116487
00000715.jpg,1500,1000,342,297,764,625,False,422,328,138416
00000715.jpg,1500,1000,621,361,1017,662,False,396,301,119196
00002102.jpg,1000,667,501,47,866,331,False,365,284,103660
00000067.jpg,1333,2000,700,244,949,680,False,249,436,108564
00001379.jpg,1800,1200,460,113,844,411,False,384,298,114432
00002670.jpg,1470,980,553,580,806,772,False,253,192,48576
00002670.jpg,1470,980,830,571,1158,825,False,328,254,83312
00002116.jpg,1067,1700,461,47,675,443,False,214,396,84744
00000701.jpg,1000,1000,345,337,645,687,False,300,350,105000
00000701.jpg,1000,1000,678,439,960,767,False,282,328,92496
00000932.jpg,436,600,206,68,284,193,False,78,125,9750
00002843.jpg,900,663,256,105,363,197,False,107,92,9844
00002843.jpg,900,663,462,120,562,204,False,100,84,8400
00001392.jpg,1000,1500,406,580,610,936,False,204,356,72624
00001386.jpg,760,434,136,1,682,347,False,546,346,188916
00002857.jpg,612,408,164,128,307,238,False,143,110,15730
00002857.jpg,612,408,336,47,505,181,False,169,134,22646
00002857.jpg,612,408,200,142,345,255,False,145,113,16385
00002857.jpg,612,408,240,154,389,269,False,149,115,17135
00002857.jpg,612,408,1,66,144,212,False,143,146,20878
00002857.jpg,612,408,372,45,582,218,False,210,173,36330
00002857.jpg,612,408,90,78,218,173,False,128,95,12160
00000926.jpg,1356,1681,376,164,619,516,False,243,352,85536
00001635.jpg,407,612,166,88,269,268,False,103,180,18540
00003036.jpg,1200,800,350,118,829,489,False,479,371,177709
00001621.jpg,1307,1960,224,374,363,618,False,139,244,33916
00001147.jpg,500,334,124,60,208,124,False,84,64,5376
00002466.jpg,1024,682,126,80,478,353,False,352,273,96096
00002300.jpg,962,1215,359,132,661,576,False,302,444,134088
00000517.jpg,2000,1333,4,244,460,621,False,456,377,171912
00000517.jpg,2000,1333,747,506,1264,899,False,517,393,203181
00001609.jpg,1300,956,777,322,981,494,False,204,172,35088
00000503.jpg,1300,1043,650,500,946,777,False,296,277,81992
00000503.jpg,1300,1043,292,331,536,554,False,244,223,54412
00000503.jpg,1300,1043,600,331,838,549,False,238,218,51884
00000503.jpg,1300,1043,317,561,566,793,False,249,232,57768
00000503.jpg,1300,1043,456,255,640,426,False,184,171,31464
00000503.jpg,1300,1043,611,185,773,335,False,162,150,24300
00000503.jpg,1300,1043,879,282,1238,624,False,359,342,122778
00002314.jpg,448,600,272,143,324,225,False,52,82,4264
00002314.jpg,448,600,150,151,202,233,False,52,82,4264
00002472.jpg,640,468,177,154,282,243,False,105,89,9345
00002472.jpg,640,468,406,144,523,244,False,117,100,11700
00000265.jpg,667,1000,295,170,519,560,False,224,390,87360
00001190.jpg,236,340,49,1,134,139,False,85,138,11730
00002499.jpg,800,675,248,1,800,555,False,552,554,305808
00001184.jpg,1024,683,350,131,538,277,False,188,146,27448
00001806.jpg,1050,700,296,96,978,625,False,682,529,360778
00001807.jpg,1200,798,569,122,945,413,False,376,291,109416
00001813.jpg,683,1024,160,293,485,860,False,325,567,184275
00001191.jpg,1000,714,421,55,674,266,False,253,211,53383
00000502.jpg,1300,956,647,219,843,387,False,196,168,32928
00000502.jpg,1300,956,293,369,531,573,False,238,204,48552
00000502.jpg,1300,956,265,225,453,382,False,188,157,29516
00000502.jpg,1300,956,811,410,1065,628,False,254,218,55372
00000502.jpg,1300,956,779,136,971,304,False,192,168,32256
00001608.jpg,1000,709,566,90,789,273,False,223,183,40809
00000516.jpg,1300,956,365,164,589,355,False,224,191,42784
00000516.jpg,1300,956,603,129,978,457,False,375,328,123000
00000516.jpg,1300,956,472,35,726,258,False,254,223,56642
00000516.jpg,1300,956,980,249,1282,508,False,302,259,78218
00000516.jpg,1300,956,113,262,409,521,False,296,259,76664
00000516.jpg,1300,956,190,101,378,262,False,188,161,30268
00002301.jpg,1200,1800,492,293,717,685,False,225,392,88200
00001620.jpg,1000,667,450,95,785,361,False,335,266,89110
00001152.jpg,1257,1300,524,171,731,421,False,207,250,51750
00003023.jpg,549,309,415,121,520,188,False,105,67,7035
00003023.jpg,549,309,130,128,235,197,False,105,69,7245
00003023.jpg,549,309,409,31,512,99,False,103,68,7004
00003023.jpg,549,309,104,9,192,67,False,88,58,5104
00003023.jpg,549,309,243,52,361,129,False,118,77,9086
00001634.jpg,500,333,205,36,322,129,False,117,93,10881
00002856.jpg,612,408,265,118,445,258,False,180,140,25200
00000099.jpg,950,1300,334,349,501,609,False,167,260,43420
00000099.jpg,950,1300,582,471,732,705,False,150,234,35100
00000099.jpg,950,1300,314,119,461,348,False,147,229,33663
00001387.jpg,2940,1960,737,231,1467,786,False,730,555,405150
00000933.jpg,683,1024,232,122,362,350,False,130,228,29640
00002842.jpg,480,360,157,13,255,96,False,98,83,8134
00002842.jpg,480,360,255,26,344,103,False,89,77,6853
00002842.jpg,480,360,70,92,149,163,False,79,71,5609
00002842.jpg,480,360,332,63,406,127,False,74,64,4736
00002842.jpg,480,360,214,116,288,180,False,74,64,4736
00002117.jpg,1300,1152,557,14,823,288,False,266,274,72884
00002117.jpg,1300,1152,741,75,985,327,False,244,252,61488
00002103.jpg,1500,1120,519,35,933,402,False,414,367,151938
00000072.jpg,612,407,360,54,515,176,False,155,122,18910
00001344.jpg,920,1380,155,244,364,610,False,209,366,76494
00001422.jpg,667,1000,344,250,480,493,False,136,243,33048
00001436.jpg,1333,2000,516,249,839,825,False,323,576,186048
00002659.jpg,1500,1371,783,728,970,926,False,187,198,37026
00001350.jpg,600,900,242,47,318,179,False,76,132,10032
00002922.jpg,868,1300,461,135,572,331,False,111,196,21756
00000853.jpg,1315,2000,610,173,770,456,False,160,283,45280
00001595.jpg,1000,854,367,54,615,300,False,248,246,61008
00000847.jpg,4083,5104,1541,1215,2412,2456,False,871,1241,1080911
00001581.jpg,656,1024,288,142,440,420,False,152,278,42256
00002705.jpg,960,641,318,160,713,467,False,395,307,121265
00002063.jpg,867,1390,368,319,451,474,False,83,155,12865
00003369.jpg,612,485,11,74,136,189,False,125,115,14375
00003369.jpg,612,485,260,47,380,158,False,120,111,13320
00002077.jpg,267,400,90,52,220,278,False,130,226,29380
00002711.jpg,786,469,153,45,310,152,False,157,107,16799
00002739.jpg,626,418,290,83,384,156,False,94,73,6862
00003427.jpg,612,408,135,42,476,307,False,341,265,90365
00001556.jpg,608,342,35,1,566,291,False,531,290,153990
00000884.jpg,1024,663,281,35,403,127,False,122,92,11224
00001542.jpg,2269,1960,1689,251,1921,489,False,232,238,55216
00003433.jpg,236,354,78,61,123,140,False,45,79,3555
00001973.jpg,654,980,204,101,347,345,False,143,244,34892
00001967.jpg,1024,678,558,194,746,339,False,188,145,27260
00001797.jpg,958,1277,277,139,705,788,False,428,649,277772
00000489.jpg,750,1127,371,329,489,536,False,118,207,24426
00001783.jpg,958,1231,425,127,678,506,False,253,379,95887
00003194.jpg,612,433,465,32,535,89,False,70,57,3990
00001768.jpg,1024,683,359,198,654,426,False,295,228,67260
00002275.jpg,612,408,219,45,464,235,False,245,190,46550
00001754.jpg,600,849,231,197,362,413,False,131,216,28296
00003143.jpg,1285,2048,533,511,872,1141,False,339,630,213570
00003143.jpg,1285,2048,484,1051,720,1479,False,236,428,101008
00001032.jpg,1000,1250,357,377,595,723,False,238,346,82348
00001026.jpg,418,626,145,99,232,252,False,87,153,13311
00000338.jpg,640,427,158,103,263,183,False,105,80,8400
00000338.jpg,640,427,342,50,455,137,False,113,87,9831
00000338.jpg,640,427,237,72,342,153,False,105,81,8505
00002249.jpg,1330,919,128,82,1197,905,False,1069,823,879787
00001740.jpg,1470,980,359,254,896,671,False,537,417,223929
00003141.jpg,600,397,56,112,176,204,False,120,92,11040
00003141.jpg,600,397,397,217,523,311,False,126,94,11844
00003141.jpg,600,397,134,156,299,283,False,165,127,20955
00003141.jpg,600,397,20,212,186,339,False,166,127,21082
00003141.jpg,600,397,277,143,414,246,False,137,103,14111
00003141.jpg,600,397,467,133,598,236,False,131,103,13493
00003141.jpg,600,397,1,147,84,228,False,83,81,6723
00001756.jpg,800,533,243,1,797,411,False,554,410,227140
00000448.jpg,650,433,528,192,624,266,False,96,74,7104
00000448.jpg,650,433,176,177,250,235,False,74,58,4292
00000448.jpg,650,433,242,120,318,178,False,76,58,4408
00001742.jpg,360,255,149,45,221,104,False,72,59,4248
00003155.jpg,700,466,181,5,563,294,False,382,289,110398
00002263.jpg,2560,1627,192,646,447,835,False,255,189,48195
00003169.jpg,500,500,228,145,308,238,False,80,93,7440
00000460.jpg,1300,956,715,62,975,289,False,260,227,59020
00002511.jpg,1300,957,454,204,642,368,False,188,164,30832
00001795.jpg,1024,683,1,1,1005,683,False,1004,682,684728
00003196.jpg,509,339,249,57,439,205,False,190,148,28120
00003196.jpg,509,339,181,64,364,209,False,183,145,26535
00001959.jpg,996,1600,368,131,543,458,False,175,327,57225
00001781.jpg,682,1024,197,97,509,628,False,312,531,165672
00001971.jpg,1300,956,513,14,773,236,False,260,222,57720
00001965.jpg,590,393,214,93,384,224,False,170,131,22270
00001554.jpg,626,417,363,56,532,187,False,169,131,22139
00003343.jpg,1000,1000,745,595,874,743,False,129,148,19092
00003425.jpg,800,800,305,178,405,294,False,100,116,11600
00000138.jpg,390,280,159,70,234,132,False,75,62,4650
00003431.jpg,736,1111,169,470,257,620,False,88,150,13200
00003431.jpg,736,1111,332,254,436,437,False,104,183,19032
00003431.jpg,736,1111,198,320,284,471,False,86,151,12986
00003431.jpg,736,1111,431,342,515,486,False,84,144,12096
00002049.jpg,1600,1167,605,99,918,365,False,313,266,83258
00003357.jpg,844,1390,139,146,308,470,False,169,324,54756
00001540.jpg,1600,1087,696,221,1310,706,False,614,485,297790
00000886.jpg,800,1200,283,237,415,466,False,132,229,30228
00001568.jpg,626,417,265,32,437,166,False,172,134,23048
00000110.jpg,1600,1168,514,89,1260,737,False,746,648,483408
00002707.jpg,500,333,188,35,402,200,False,214,165,35310
00002713.jpg,1024,683,456,139,684,316,False,228,177,40356
00002713.jpg,1024,683,699,80,1022,354,False,323,274,88502
00000104.jpg,950,1300,334,349,501,609,False,167,260,43420
00000104.jpg,950,1300,582,471,732,705,False,150,234,35100
00000104.jpg,950,1300,314,119,461,348,False,147,229,33663
00002075.jpg,1024,694,447,94,748,331,False,301,237,71337
00001597.jpg,1300,956,634,270,888,487,False,254,217,55118
00000851.jpg,612,612,1,41,408,564,False,407,523,212861
00002920.jpg,1024,681,193,154,569,445,False,376,291,109416
00002920.jpg,1024,681,405,273,713,516,False,308,243,74844
00002934.jpg,1170,550,628,39,1037,268,False,409,229,93661
00002934.jpg,1170,550,367,147,711,335,False,344,188,64672
00002934.jpg,1170,550,36,93,420,303,False,384,210,80640
00001583.jpg,2000,1333,536,94,1112,531,False,576,437,251712
00000845.jpg,600,439,178,31,464,279,False,286,248,70928
00003394.jpg,612,433,261,191,416,321,False,155,130,20150
00003394.jpg,612,433,198,142,329,250,False,131,108,14148
00003394.jpg,612,433,119,164,231,257,False,112,93,10416
00003394.jpg,612,433,147,41,254,129,False,107,88,9416
00002908.jpg,533,800,186,86,366,400,False,180,314,56520
00000879.jpg,2000,3019,656,296,1092,1062,False,436,766,333976
00001420.jpg,800,1200,334,162,490,436,False,156,274,42744
00003237.jpg,500,604,221,256,315,388,False,94,132,12408
00002129.jpg,1300,866,583,235,860,450,False,277,215,59555
00002897.jpg,612,408,222,56,395,190,False,173,134,23182
00000058.jpg,2000,1268,707,292,1259,690,False,552,398,219696
00000058.jpg,2000,1268,511,336,1039,718,False,528,382,201696
00001352.jpg,1001,1600,426,412,609,754,False,183,342,62586
00002883.jpg,1536,1024,164,196,1039,874,False,875,678,593250
00002115.jpg,626,418,355,60,564,223,False,209,163,34067
00000702.jpg,736,736,368,275,477,399,False,109,124,13516
00000702.jpg,736,736,469,277,580,406,False,111,129,14319
00000702.jpg,736,736,257,285,359,403,False,102,118,12036
00000702.jpg,736,736,151,358,278,505,False,127,147,18669
00000702.jpg,736,736,287,194,366,288,False,79,94,7426
00002667.jpg,600,419,257,65,445,218,False,188,153,28764
00002101.jpg,1000,667,381,267,535,386,False,154,119,18326
00002101.jpg,1000,667,530,146,698,277,False,168,131,22008
00001385.jpg,695,1050,400,209,476,340,False,76,131,9956
00002854.jpg,900,600,225,2,785,409,False,560,407,227920
00002698.jpg,4800,3600,2708,446,4091,1653,False,1383,1207,1669281
00002698.jpg,4800,3600,1233,468,1792,955,False,559,487,272233
00001391.jpg,450,288,144,15,190,50,False,46,35,1610
00000931.jpg,1000,1620,299,152,508,546,False,209,394,82346
00002868.jpg,400,600,148,75,323,387,False,175,312,54600
00001144.jpg,267,400,74,112,159,259,False,85,147,12495
00003035.jpg,390,280,54,75,131,139,False,77,64,4928
00003035.jpg,390,280,140,50,239,134,False,99,84,8316
00003035.jpg,390,280,270,50,355,121,False,85,71,6035
00003035.jpg,390,280,150,144,240,220,False,90,76,6840
00001622.jpg,866,1300,388,317,491,496,False,103,179,18437
00000528.jpg,1300,957,798,279,1047,492,False,249,213,53037
00000528.jpg,1300,957,416,214,676,437,False,260,223,57980
00000528.jpg,1300,957,193,318,483,561,False,290,243,70470
00000528.jpg,1300,957,662,153,900,353,False,238,200,47600
00001636.jpg,864,1300,236,83,382,332,False,146,249,36354
00003021.jpg,550,374,32,77,229,233,False,197,156,30732
00002459.jpg,1200,1800,239,1,1162,1346,False,923,1345,1241435
00002471.jpg,568,433,37,8,220,170,False,183,162,29646
00002471.jpg,568,433,301,11,436,131,False,135,120,16200
00001178.jpg,1600,1167,576,190,1057,599,False,481,409,196729
00000266.jpg,700,467,352,88,576,258,False,224,170,38080
00002317.jpg,682,1024,225,64,413,393,False,188,329,61852
00003009.jpg,500,701,183,171,260,297,False,77,126,9702
00002303.jpg,2061,3000,515,452,1354,1874,False,839,1422,1193058
00000272.jpg,399,620,148,93,198,184,False,50,91,4550
00001839.jpg,866,1300,177,8,566,687,False,389,679,264131
00001193.jpg,800,582,133,88,384,301,False,251,213,53463
00001805.jpg,1300,956,543,75,926,402,False,383,327,125241
00001811.jpg,907,1390,221,267,461,694,False,240,427,102480
00001810.jpg,408,612,127,15,264,253,False,137,238,32606
00001192.jpg,1300,957,632,210,998,524,False,366,314,114924
00001186.jpg,1500,1143,616,97,903,351,False,287,254,72898
00000298.jpg,768,512,77,118,184,200,False,107,82,8774
00000298.jpg,768,512,203,97,289,165,False,86,68,5848
00001838.jpg,500,333,186,25,295,109,False,109,84,9156
00001179.jpg,800,534,404,39,611,199,False,207,160,33120
00003008.jpg,1242,918,158,1,1083,309,False,925,308,284900
00003020.jpg,414,230,160,96,255,157,False,95,61,5795
00001637.jpg,1307,1960,499,570,778,1047,False,279,477,133083
00001151.jpg,1331,2000,476,613,754,1099,False,278,486,135108
00001623.jpg,433,650,152,187,244,349,False,92,162,14904
00003034.jpg,1000,1527,622,667,725,849,False,103,182,18746
00002869.jpg,681,1024,228,127,394,410,False,166,283,46978
00001390.jpg,334,519,153,38,231,176,False,78,138,10764
00002841.jpg,480,360,272,69,362,148,False,90,79,7110
00000930.jpg,800,533,153,35,306,154,False,153,119,18207
00000924.jpg,735,980,341,69,492,303,False,151,234,35334
00002855.jpg,1080,720,392,59,787,371,False,395,312,123240
00002855.jpg,1080,720,625,164,936,405,False,311,241,74951
00001384.jpg,710,1024,219,161,423,504,False,204,343,69972
00000717.jpg,1600,1138,593,163,787,324,False,194,161,31234
00000717.jpg,1600,1138,916,194,1087,335,False,171,141,24111
00000717.jpg,1600,1138,734,365,965,557,False,231,192,44352
00001409.jpg,800,582,357,126,450,205,False,93,79,7347
00000703.jpg,1024,576,410,55,692,240,False,282,185,52170
00000703.jpg,1024,576,156,87,394,243,False,238,156,37128
00002114.jpg,500,625,283,42,387,194,False,104,152,15808
00002114.jpg,500,625,112,204,224,362,False,112,158,17696
00002672.jpg,688,1024,235,246,376,490,False,141,244,34404
00001353.jpg,2000,1333,571,94,1318,673,False,747,579,432513
00001435.jpg,1300,821,186,1,1049,572,False,863,571,492773
00003222.jpg,236,354,114,71,153,138,False,39,67,2613
00002128.jpg,390,280,100,34,278,186,False,178,152,27056
00001421.jpg,1600,1090,781,144,1177,458,False,396,314,124344
00001347.jpg,861,1300,389,76,519,304,False,130,228,29640
00002896.jpg,2000,1333,1081,311,1448,595,False,367,284,104228
00002896.jpg,2000,1333,503,390,894,693,False,391,303,118473
00002909.jpg,960,444,127,108,336,218,False,209,110,22990
00003395.jpg,612,408,410,74,513,152,False,103,78,8034
00003395.jpg,612,408,492,70,612,165,False,120,95,11400
00003395.jpg,612,408,342,111,416,169,False,74,58,4292
00003395.jpg,612,408,1,56,75,144,False,74,88,6512
00003395.jpg,612,408,136,75,217,138,False,81,63,5103
00003395.jpg,612,408,35,92,123,160,False,88,68,5984
00000844.jpg,372,280,166,11,271,103,False,105,92,9660
00001582.jpg,957,1000,1,45,433,603,False,432,558,241056
00001582.jpg,957,1000,539,57,957,587,False,418,530,221540
00000850.jpg,600,400,98,107,303,267,False,205,160,32800
00003381.jpg,612,408,231,131,346,220,False,115,89,10235
00002921.jpg,870,580,325,99,429,181,False,104,82,8528
00000105.jpg,1800,1200,689,102,1026,364,False,337,262,88294
00002712.jpg,500,334,285,88,340,130,False,55,42,2310
00002074.jpg,608,406,278,47,461,189,False,183,142,25986
00001569.jpg,600,900,243,83,444,434,False,201,351,70551
00000677.jpg,678,446,205,146,344,254,False,139,108,15012
00000677.jpg,678,446,383,158,537,276,False,154,118,18172
00002060.jpg,640,640,42,109,297,406,False,255,297,75735
00002060.jpg,640,640,343,44,631,379,False,288,335,96480
00002706.jpg,612,408,163,123,291,222,False,128,99,12672
00002706.jpg,612,408,223,51,356,152,False,133,101,13433
00002706.jpg,612,408,50,122,204,242,False,154,120,18480
00002706.jpg,612,408,281,6,418,112,False,137,106,14522
00002706.jpg,612,408,278,189,412,292,False,134,103,13802
00003418.jpg,800,800,325,306,468,473,False,143,167,23881
00003430.jpg,800,800,388,45,479,151,False,91,106,9646
00001541.jpg,408,544,148,20,252,180,False,104,160,16640
00001541.jpg,408,544,158,207,268,378,False,110,171,18810
00002048.jpg,1300,867,585,120,862,335,False,277,215,59555
00003342.jpg,736,1103,250,365,366,563,False,116,198,22968
00003342.jpg,736,1103,411,479,519,669,False,108,190,20520
00000893.jpg,300,300,60,37,118,105,False,58,68,3944
00001555.jpg,1500,1500,414,122,1102,923,False,688,801,551088
00001233.jpg,667,1000,225,63,465,481,False,240,418,100320
00003424.jpg,736,508,224,104,336,194,False,112,90,10080
00003424.jpg,736,508,474,3,581,88,False,107,85,9095
00003424.jpg,736,508,81,129,194,219,False,113,90,10170
00003424.jpg,736,508,505,160,595,230,False,90,70,6300
00001964.jpg,600,418,241,37,377,145,False,136,108,14688
00001964.jpg,600,418,147,31,290,144,False,143,113,16159
00001958.jpg,400,326,101,16,272,182,False,171,166,28386
00003197.jpg,1024,681,381,96,819,435,False,438,339,148482
00003183.jpg,960,481,579,76,960,325,False,381,249,94869
00003183.jpg,960,481,41,82,499,354,False,458,272,124576
00001794.jpg,866,1390,298,62,630,669,False,332,607,201524
00002276.jpg,1326,1800,362,606,760,1236,False,398,630,250740
00003168.jpg,1300,957,463,114,673,290,False,210,176,36960
00001019.jpg,640,761,307,52,446,246,False,139,194,26966
00003154.jpg,612,408,313,45,509,198,False,196,153,29988
00001743.jpg,600,900,252,28,462,394,False,210,366,76860
00001025.jpg,867,1300,393,96,574,405,False,181,309,55929
00002538.jpg,400,267,102,4,361,201,False,259,197,51023
00001757.jpg,1300,1360,501,147,761,464,False,260,317,82420
00003140.jpg,630,354,124,9,630,354,False,506,345,174570
00003178.jpg,2000,1333,1487,244,1776,469,False,289,225,65025
00003178.jpg,2000,1333,1115,313,1353,498,False,238,185,44030
00003178.jpg,2000,1333,514,453,791,668,False,277,215,59555
00000317.jpg,1001,1600,460,90,624,397,False,164,307,50348
00000317.jpg,1001,1600,357,273,518,573,False,161,300,48300
00000303.jpg,389,280,102,103,238,219,False,136,116,15776
00000303.jpg,389,280,205,51,347,170,False,142,119,16898
00002514.jpg,716,996,286,226,402,412,False,116,186,21576
00002272.jpg,1024,746,292,179,675,503,False,383,324,124092
00003144.jpg,481,323,26,87,168,198,False,142,111,15762
00001753.jpg,976,1300,532,97,651,281,False,119,184,21896
00001035.jpg,682,1023,154,1,359,282,False,205,281,57605
00001021.jpg,1012,1390,309,72,607,538,False,298,466,138868
00001747.jpg,1600,1167,414,23,916,450,False,502,427,214354
00000459.jpg,3024,4032,1235,1651,1766,2475,False,531,824,437544
00003150.jpg,750,502,483,30,612,131,False,129,101,13029
00003150.jpg,750,502,130,61,254,157,False,124,96,11904
00001974.jpg,1050,700,405,84,614,247,False,209,163,34067
00001960.jpg,1300,861,661,159,1087,488,False,426,329,140154
00001948.jpg,1000,1500,285,151,561,632,False,276,481,132756
00001790.jpg,800,533,234,60,644,377,False,410,317,129970
00002299.jpg,375,500,83,106,193,277,False,110,171,18810
00003187.jpg,510,340,97,62,186,132,False,89,70,6230
00003187.jpg,510,340,390,118,444,160,False,54,42,2268
00003187.jpg,510,340,257,193,331,250,False,74,57,4218
00003193.jpg,1000,1000,222,609,340,747,False,118,138,16284
00000115.jpg,1024,683,267,132,472,291,False,205,159,32595
00002702.jpg,1362,2048,442,343,931,1182,False,489,839,410271
00002064.jpg,1600,1167,605,99,918,365,False,313,266,83258
00000667.jpg,2000,1125,749,421,1338,807,False,589,386,227354
00000667.jpg,2000,1125,1196,27,1772,412,False,576,385,221760
00000667.jpg,2000,1125,7,152,622,572,False,615,420,258300
00000667.jpg,2000,1125,857,96,1224,331,False,367,235,86245
00000667.jpg,2000,1125,973,94,1356,340,False,383,246,94218
00000667.jpg,2000,1125,412,80,976,449,False,564,369,208116
00001237.jpg,1300,731,532,65,804,239,False,272,174,47328
00000129.jpg,1600,1156,695,231,893,398,False,198,167,33066
00000897.jpg,1000,1777,291,295,707,1137,False,416,842,350272
00001551.jpg,800,558,382,52,633,251,False,251,199,49949
00002058.jpg,800,533,556,103,685,203,False,129,100,12900
00002058.jpg,800,533,336,51,483,164,False,147,113,16611
00002058.jpg,800,533,103,109,226,206,False,123,97,11931
00001545.jpg,684,1024,284,385,388,565,False,104,180,18720
00001223.jpg,1300,1300,468,77,859,532,False,391,455,177905
00003434.jpg,447,497,109,235,213,367,False,104,132,13728
00002919.jpg,1000,600,124,32,362,199,False,238,167,39746
00002919.jpg,1000,600,1,116,156,265,False,155,149,23095
00002919.jpg,1000,600,836,64,1000,223,False,164,159,26076
00002919.jpg,1000,600,339,138,553,287,False,214,149,31886
00002919.jpg,1000,600,494,99,752,279,False,258,180,46440
00003385.jpg,736,689,248,52,377,193,False,129,141,18189
00003385.jpg,736,689,307,185,436,323,False,129,138,17802
00003385.jpg,736,689,366,421,484,550,False,118,129,15222
00003385.jpg,736,689,235,226,337,337,False,102,111,11322
00003385.jpg,736,689,451,293,546,395,False,95,102,9690
00000854.jpg,1358,1045,428,205,771,506,False,343,301,103243
00001592.jpg,2940,1960,1046,144,1822,746,False,776,602,467152
00000840.jpg,1300,866,438,191,903,552,False,465,361,167865
00001586.jpg,800,533,309,70,503,224,False,194,154,29876
00002931.jpg,800,800,89,509,224,665,False,135,156,21060
00000061.jpg,339,508,194,97,239,176,False,45,79,3555
00002676.jpg,467,700,171,69,335,354,False,164,285,46740
00002110.jpg,2000,1125,444,203,941,521,False,497,318,158046
00002110.jpg,2000,1125,1082,89,1577,413,False,495,324,160380
00001419.jpg,3005,1960,994,76,2365,1116,False,1371,1040,1425840
00000707.jpg,720,405,414,17,641,169,False,227,152,34504
00000707.jpg,720,405,330,131,556,282,False,226,151,34126
00000707.jpg,720,405,107,116,415,313,False,308,197,60676
00000707.jpg,720,405,483,160,719,336,False,236,176,41536
00000707.jpg,720,405,244,1,480,148,False,236,147,34692
00000713.jpg,1280,853,269,73,646,365,False,377,292,110084
00000713.jpg,1280,853,593,59,866,270,False,273,211,57603
00002662.jpg,650,433,228,108,462,285,False,234,177,41418
00000075.jpg,1000,597,52,7,634,402,False,582,395,229890
00002892.jpg,1200,675,351,1,1165,517,False,814,516,420024
00001343.jpg,892,1000,369,75,615,396,False,246,321,78966
00001425.jpg,1280,853,891,204,1092,360,False,201,156,31356
00003232.jpg,960,641,140,17,454,257,False,314,240,75360
